location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Chandigarh,72,Medium,2020-03-10,Lassi,Mother Dairy,711,32.37,23036.4342,15,657,27.76,18238.32,Karnataka,Online,54,3698
Kerala,100,Large,2022-06-17,Milk,Amul,472,85.75,40482.575,28,425,89.06,37850.5,Uttar Pradesh,Retail,47,3699
Delhi,13,Large,2019-11-05,Lassi,Raj,970,34.12,33100.8356,16,847,32.25,27315.75,Jharkhand,Wholesale,123,3700
Karnataka,80,Small,2022-12-13,Paneer,Sudha,357,79.95,28619.701500000003,8,287,77.54,22253.98,Karnataka,Wholesale,70,3701
Delhi,64,Large,2020-04-22,Paneer,Amul,908,30.7,27886.652,11,395,34.3,13548.5,Telangana,Retail,513,3702
Madhya Pradesh,72,Medium,2020-01-22,Ghee,Mother Dairy,231,21.96,5077.8108,65,160,26.19,4190.4,Karnataka,Retail,71,3703
Chandigarh,95,Small,2020-03-07,Ice Cream,Palle2patnam,426,32.95,14067.014,24,339,32.58,11044.62,Bihar,Wholesale,87,3704
Jharkhand,66,Medium,2019-10-24,Ice Cream,Dodla Dairy,364,62.46,22738.563,30,71,61.24,4348.04,Tamil Nadu,Online,293,3705
Delhi,16,Large,2021-08-27,Cheese,Amul,940,80.36,75577.7764,87,531,79.16,42033.96,Haryana,Retail,409,3706
Delhi,74,Small,2020-02-23,Buttermilk,Amul,797,30.33,24177.8628,13,125,27.8,3475.0,Bihar,Online,672,3707
Delhi,16,Medium,2019-12-28,Ghee,Mother Dairy,807,31.05,25075.6695,139,26,26.89,699.14,Jharkhand,Online,781,3708
Rajasthan,100,Large,2021-10-17,Cheese,Britannia Industries,21,37.98,818.4689999999999,29,15,37.25,558.75,Telangana,Wholesale,6,3709
Gujarat,45,Large,2019-01-08,Cheese,Passion Cheese,947,42.92,40668.846,42,605,42.09,25464.45,Telangana,Wholesale,342,3710
Chandigarh,71,Small,2020-03-11,Cheese,Britannia Industries,282,59.63,16822.2193,66,102,60.73,6194.46,Chandigarh,Retail,180,3711
Kerala,46,Large,2022-10-04,Cheese,Britannia Industries,551,98.06,54088.915400000005,54,162,98.35,15932.7,Kerala,Online,389,3712
Jharkhand,19,Medium,2020-07-06,Lassi,Sudha,317,75.96,24129.4536,15,30,73.51,2205.3,Delhi,Wholesale,287,3713
Chandigarh,95,Large,2021-06-04,Buttermilk,Sudha,2,97.35,222.9315,9,1,97.29,97.29,Haryana,Wholesale,1,3714
Karnataka,91,Large,2022-05-22,Paneer,Amul,669,46.9,31422.062,11,350,47.41,16593.5,Delhi,Retail,319,3715
Maharashtra,20,Medium,2020-09-25,Cheese,Britannia Industries,151,48.44,7356.098400000001,41,22,48.34,1063.48,Telangana,Online,129,3716
Chandigarh,87,Medium,2022-06-21,Curd,Mother Dairy,558,28.46,15891.4948,6,73,24.62,1797.26,Bihar,Wholesale,485,3717
Karnataka,11,Small,2019-10-28,Butter,Parag Milk Foods,360,49.34,17767.827400000002,29,319,45.84,14622.96,Bihar,Retail,41,3718
Delhi,60,Medium,2020-12-21,Ice Cream,Palle2patnam,531,92.73,49264.6671,22,288,92.47,26631.36,Delhi,Retail,243,3719
Delhi,92,Medium,2020-07-21,Ghee,Raj,129,24.16,3125.5792,148,81,19.79,1602.99,Uttar Pradesh,Wholesale,48,3720
Delhi,33,Medium,2019-01-13,Butter,Warana,998,76.47,76356.8244,38,404,74.62,30146.48,Haryana,Wholesale,594,3721
Telangana,88,Small,2021-07-04,Milk,Mother Dairy,527,84.59,44581.4677,1,105,88.64,9307.2,Delhi,Retail,422,3722
Rajasthan,16,Medium,2019-11-20,Ghee,Mother Dairy,985,30.46,30028.991,98,894,28.59,25559.46,Karnataka,Retail,91,3723
Haryana,21,Small,2019-06-19,Cheese,Amul,476,68.02,32391.124,28,117,69.98,8187.66,Haryana,Retail,359,3724
Uttar Pradesh,43,Medium,2019-09-25,Lassi,Sudha,558,97.11,54253.41479999999,16,350,99.91,34968.5,Telangana,Wholesale,208,3725
Maharashtra,84,Medium,2019-04-25,Butter,Parag Milk Foods,223,17.79,3984.7821,39,213,14.91,3175.83,Bihar,Online,10,3726
Gujarat,35,Medium,2021-11-06,Cheese,Passion Cheese,993,52.11,51789.5235,67,848,54.14,45910.72,Bihar,Online,145,3727
West Bengal,33,Medium,2022-05-21,Curd,Sudha,338,34.46,11658.8518,7,25,32.78,819.5,Chandigarh,Online,313,3728
Delhi,97,Large,2019-04-27,Ghee,Raj,377,99.13,37385.8882,135,172,100.39,17267.08,Gujarat,Online,205,3729
Kerala,53,Large,2022-10-23,Ice Cream,Amul,253,48.71,12326.0655,28,100,44.86,4486.0,Haryana,Wholesale,153,3730
Telangana,55,Small,2022-10-13,Curd,Raj,294,88.9,26197.941000000003,6,46,85.45,3930.7,Madhya Pradesh,Retail,248,3731
Rajasthan,53,Large,2019-02-06,Lassi,Mother Dairy,710,27.38,19461.4302,18,366,24.21,8860.86,Karnataka,Online,344,3732
Rajasthan,79,Small,2019-08-12,Curd,Amul,871,64.9,56542.17800000001,6,558,68.56,38256.48,Telangana,Online,313,3733
Bihar,29,Large,2020-08-06,Ghee,Sudha,52,67.34,3560.9392000000003,132,31,67.87,2103.97,Bihar,Retail,21,3734
Telangana,72,Small,2020-10-01,Butter,Mother Dairy,626,61.82,38722.1934,32,43,57.35,2466.05,Maharashtra,Online,583,3735
Delhi,91,Small,2022-08-12,Butter,Mother Dairy,867,28.88,25058.8872,33,175,31.16,5453.0,Karnataka,Wholesale,692,3736
Kerala,31,Small,2020-07-12,Curd,Raj,915,18.2,16653.0,7,259,19.39,5022.01,Madhya Pradesh,Wholesale,656,3737
Delhi,41,Large,2019-03-01,Ice Cream,Amul,401,63.76,25608.5664,27,6,64.45,386.7,Delhi,Online,395,3738
Chandigarh,15,Large,2022-07-26,Cheese,Amul,870,95.11,82804.6682,53,589,90.55,53333.95,Uttar Pradesh,Wholesale,281,3739
Bihar,66,Small,2020-03-01,Yogurt,Amul,174,52.01,9098.1093,30,107,49.44,5290.08,Jharkhand,Online,67,3740
Uttar Pradesh,35,Small,2021-12-23,Curd,Sudha,915,23.96,21931.3068,7,915,22.0,20130.0,Haryana,Online,0,3741
Rajasthan,89,Large,2021-02-25,Yogurt,Palle2patnam,763,80.36,61389.4148,24,528,83.93,44315.04,Jharkhand,Wholesale,235,3742
Karnataka,84,Medium,2022-12-17,Cheese,Amul,909,21.55,19608.776,47,413,19.84,8193.92,Chandigarh,Wholesale,496,3743
Chandigarh,86,Medium,2021-06-26,Yogurt,Palle2patnam,714,16.14,11530.0932,26,435,15.78,6864.3,Karnataka,Wholesale,279,3744
Karnataka,85,Small,2019-07-24,Ice Cream,Amul,554,58.52,32446.414000000004,29,61,57.07,3481.27,Tamil Nadu,Retail,493,3745
Jharkhand,25,Large,2020-07-16,Butter,Parag Milk Foods,297,81.89,24328.7001,32,83,81.53,6766.99,Gujarat,Wholesale,214,3746
Bihar,12,Small,2019-01-25,Paneer,Mother Dairy,214,94.34,20268.0056,7,114,91.48,10428.72,Uttar Pradesh,Retail,100,3747
Karnataka,50,Small,2022-05-18,Ice Cream,Amul,958,67.79,64971.291800000006,28,363,68.11,24723.93,Kerala,Online,595,3748
Madhya Pradesh,99,Large,2021-08-05,Ghee,Sudha,14,96.78,1402.3422,61,11,101.1,1112.1,Delhi,Retail,3,3749
Maharashtra,88,Medium,2021-01-08,Paneer,Amul,925,77.9,72087.102,10,855,79.49,67963.95,West Bengal,Wholesale,70,3750
Delhi,51,Small,2021-11-08,Ghee,Amul,48,22.55,1092.322,146,25,25.82,645.5,Jharkhand,Wholesale,23,3751
Bihar,40,Small,2021-02-11,Lassi,Raj,777,70.04,54440.6912,14,63,73.51,4631.13,Telangana,Wholesale,714,3752
Jharkhand,20,Small,2021-03-20,Ghee,Amul,881,23.53,20744.5186,143,163,19.85,3235.55,Karnataka,Online,718,3753
Maharashtra,34,Small,2019-03-12,Butter,Amul,740,95.64,70774.5564,26,303,95.92,29063.76,Jharkhand,Wholesale,437,3754
Tamil Nadu,12,Large,2020-09-23,Buttermilk,Sudha,712,12.93,9214.952399999998,11,118,8.77,1034.86,Chandigarh,Retail,594,3755
Madhya Pradesh,43,Medium,2021-06-09,Yogurt,Amul,648,21.65,14040.025,22,207,26.37,5458.59,Madhya Pradesh,Online,441,3756
Telangana,55,Small,2019-08-01,Milk,Sudha,861,13.74,11831.1018,2,128,13.22,1692.16,Maharashtra,Online,733,3757
Uttar Pradesh,100,Medium,2019-10-12,Cheese,Passion Cheese,934,59.68,55797.816,58,695,57.58,40018.1,Uttar Pradesh,Wholesale,239,3758
Telangana,58,Large,2020-01-17,Milk,Raj,764,16.5,12613.59,24,473,14.65,6929.45,Uttar Pradesh,Retail,291,3759
Chandigarh,76,Large,2020-08-05,Curd,Mother Dairy,703,74.38,52345.6688,6,693,75.68,52446.24,Uttar Pradesh,Retail,10,3760
Kerala,64,Large,2019-12-14,Ghee,Mother Dairy,313,99.1,31073.796,71,306,100.24,30673.44,Gujarat,Retail,7,3761
Karnataka,23,Large,2021-05-17,Lassi,Mother Dairy,86,70.89,6161.7588000000005,15,53,68.9,3651.7,Jharkhand,Online,33,3762
Bihar,34,Large,2019-05-12,Butter,Amul,674,19.57,13200.3564,36,360,15.82,5695.2,Bihar,Wholesale,314,3763
Jharkhand,48,Medium,2019-07-04,Butter,Parag Milk Foods,145,31.69,4598.852800000001,32,71,31.01,2201.71,Uttar Pradesh,Wholesale,74,3764
Madhya Pradesh,36,Medium,2020-03-03,Buttermilk,Amul,758,57.62,43681.1458,11,582,52.92,30799.44,Tamil Nadu,Wholesale,176,3765
Rajasthan,46,Small,2020-07-03,Ghee,Amul,93,50.72,4736.2336,99,13,48.92,635.96,Chandigarh,Wholesale,80,3766
Chandigarh,20,Small,2021-07-13,Cheese,Amul,538,86.74,46686.0702,61,372,88.27,32836.44,West Bengal,Retail,166,3767
Maharashtra,77,Medium,2019-09-16,Paneer,Sudha,265,87.45,23189.991,14,32,88.98,2847.36,Delhi,Wholesale,233,3768
Chandigarh,92,Large,2021-07-18,Milk,Sudha,127,29.78,3810.351,2,80,24.93,1994.4,Kerala,Retail,47,3769
Kerala,63,Large,2019-07-18,Lassi,Sudha,226,53.46,12116.1744,14,163,51.69,8425.47,Chandigarh,Retail,63,3770
West Bengal,59,Large,2019-05-09,Curd,Sudha,228,53.85,12318.1875,7,81,49.62,4019.22,Rajasthan,Wholesale,147,3771
Jharkhand,39,Large,2020-03-17,Ghee,Mother Dairy,750,55.78,41862.3322,110,320,58.83,18825.6,Chandigarh,Wholesale,430,3772
Uttar Pradesh,32,Small,2020-10-16,Curd,Raj,449,73.75,33123.3375,6,276,70.52,19463.52,Jharkhand,Retail,173,3773
Tamil Nadu,95,Large,2022-06-17,Buttermilk,Raj,70,72.92,5163.465200000001,7,56,70.7,3959.2,Chandigarh,Online,14,3774
Karnataka,52,Small,2022-10-02,Lassi,Amul,138,84.02,11623.3268,13,126,87.14,10979.64,Tamil Nadu,Retail,12,3775
Haryana,98,Small,2022-02-19,Cheese,Britannia Industries,92,90.81,8361.7848,46,55,88.66,4876.3,Delhi,Wholesale,37,3776
Karnataka,39,Medium,2022-10-13,Lassi,Raj,915,70.23,64327.16850000001,18,621,70.71,43910.91,Chandigarh,Wholesale,294,3777
West Bengal,74,Medium,2019-04-20,Curd,Raj,8,54.38,475.2812,7,1,58.56,58.56,Bihar,Online,7,3778
Haryana,17,Medium,2022-09-12,Yogurt,Amul,41,23.85,990.0135,28,39,25.27,985.53,Maharashtra,Online,2,3779
Gujarat,74,Small,2019-02-02,Cheese,Passion Cheese,622,53.28,33147.0864,58,360,51.36,18489.6,Bihar,Wholesale,262,3780
Tamil Nadu,96,Large,2020-03-10,Ice Cream,Dodla Dairy,15,52.31,831.2059,27,13,51.86,674.18,Delhi,Retail,2,3781
Madhya Pradesh,91,Medium,2019-09-15,Butter,Warana,881,83.25,73368.22499999999,36,125,86.81,10851.25,Uttar Pradesh,Retail,756,3782
Chandigarh,45,Medium,2021-04-27,Milk,Sudha,316,44.56,14112.152,22,121,45.05,5451.05,Delhi,Online,195,3783
Maharashtra,17,Large,2020-05-13,Cheese,Passion Cheese,589,10.97,6471.0933,45,553,11.7,6470.1,Kerala,Online,36,3784
Jharkhand,44,Medium,2019-04-21,Buttermilk,Amul,612,70.02,42886.5498,7,461,66.57,30688.77,Kerala,Wholesale,151,3785
Madhya Pradesh,30,Small,2022-05-13,Yogurt,Dodla Dairy,816,29.53,24103.2719,28,1,26.77,26.77,Telangana,Wholesale,815,3786
Bihar,44,Large,2021-02-14,Curd,Raj,744,68.75,51211.875,6,622,63.82,39696.04,Delhi,Retail,122,3787
West Bengal,90,Small,2019-06-28,Ice Cream,Amul,930,74.28,69095.25600000001,25,601,75.83,45573.83,Karnataka,Online,329,3788
Tamil Nadu,41,Medium,2022-07-17,Cheese,Britannia Industries,55,82.07,4528.6226,65,45,79.03,3556.35,Uttar Pradesh,Wholesale,10,3789
West Bengal,81,Medium,2020-11-08,Milk,Mother Dairy,913,70.04,63959.1272,22,692,68.42,47346.64,Madhya Pradesh,Retail,221,3790
Karnataka,32,Medium,2020-01-12,Paneer,Amul,764,24.14,18445.1326,13,390,22.91,8934.9,Chandigarh,Retail,374,3791
Bihar,25,Medium,2022-09-03,Lassi,Mother Dairy,127,83.72,10634.9516,16,23,83.62,1923.26,Uttar Pradesh,Online,104,3792
Telangana,58,Small,2020-07-19,Milk,Raj,375,62.62,23499.4074,2,316,59.12,18681.92,Delhi,Online,59,3793
Gujarat,82,Medium,2019-01-02,Buttermilk,Sudha,214,76.41,16375.4271,10,64,74.39,4760.96,Chandigarh,Online,150,3794
Telangana,84,Large,2021-05-03,Milk,Raj,569,66.12,37647.405600000006,1,1,66.11,66.11,Kerala,Online,568,3795
Chandigarh,92,Medium,2022-03-03,Buttermilk,Mother Dairy,563,85.61,48207.8471,12,543,82.71,44911.53,West Bengal,Online,20,3796
Delhi,80,Large,2022-04-15,Ice Cream,Dodla Dairy,16,65.08,1067.9628,24,10,62.71,627.1,Chandigarh,Online,6,3797
Jharkhand,98,Medium,2020-09-22,Ice Cream,Amul,414,62.18,25753.7124,24,10,66.71,667.1,Kerala,Wholesale,404,3798
Chandigarh,85,Medium,2019-12-26,Buttermilk,Sudha,56,57.58,3243.4814,9,6,53.49,320.94,Telangana,Online,50,3799
Rajasthan,32,Large,2022-03-06,Buttermilk,Raj,493,42.32,20870.9544,14,398,41.01,16321.98,Telangana,Online,95,3800
Bihar,84,Medium,2021-05-19,Lassi,Amul,326,97.99,31952.5792,12,220,95.8,21076.0,Madhya Pradesh,Online,106,3801
Kerala,19,Medium,2019-10-01,Milk,Raj,951,34.47,32799.5838,21,688,34.28,23584.64,Jharkhand,Wholesale,263,3802
Bihar,11,Small,2021-10-09,Butter,Mother Dairy,577,64.08,37032.4728,37,234,62.38,14596.92,Karnataka,Wholesale,343,3803
Chandigarh,61,Small,2020-07-28,Lassi,Amul,35,25.0,894.75,15,7,23.75,166.25,Uttar Pradesh,Retail,28,3804
Haryana,28,Small,2020-03-20,Buttermilk,Amul,322,41.83,13488.0835,13,149,39.53,5889.97,Kerala,Online,173,3805
Chandigarh,72,Large,2020-07-03,Buttermilk,Sudha,312,91.53,28622.3463,10,74,92.1,6815.4,Chandigarh,Online,238,3806
Jharkhand,94,Medium,2021-04-15,Milk,Sudha,391,83.59,32762.2646,2,33,85.31,2815.23,Madhya Pradesh,Retail,358,3807
Delhi,74,Medium,2019-10-15,Ice Cream,Amul,72,25.33,1831.359,27,20,25.7,514.0,Chandigarh,Online,52,3808
Karnataka,55,Large,2022-08-10,Ghee,Mother Dairy,838,17.76,14891.5824,76,717,17.17,12310.89,Chandigarh,Retail,121,3809
Bihar,69,Large,2022-09-15,Curd,Sudha,276,57.59,15935.7289,5,156,55.85,8712.6,Tamil Nadu,Online,120,3810
Telangana,70,Large,2022-02-15,Buttermilk,Raj,654,19.48,12742.4524,14,414,16.5,6831.0,West Bengal,Wholesale,240,3811
Chandigarh,13,Small,2020-06-08,Cheese,Britannia Industries,879,42.12,37042.0128,40,726,45.32,32902.32,Delhi,Wholesale,153,3812
Madhya Pradesh,23,Small,2021-10-03,Cheese,Amul,691,17.44,12063.7712,63,456,14.19,6470.64,Chandigarh,Retail,235,3813
Rajasthan,82,Medium,2021-06-05,Yogurt,Amul,194,24.4,4752.143999999999,22,25,21.4,535.0,Madhya Pradesh,Online,169,3814
Karnataka,79,Small,2022-08-05,Cheese,Amul,801,45.8,36721.066,71,52,42.03,2185.56,Bihar,Retail,749,3815
Uttar Pradesh,62,Medium,2020-05-22,Curd,Raj,9,60.5,582.615,5,2,56.53,113.06,Telangana,Retail,7,3816
Delhi,51,Small,2020-03-02,Lassi,Sudha,113,30.01,3417.2387000000003,14,19,33.14,629.66,Karnataka,Retail,94,3817
West Bengal,14,Small,2020-02-13,Lassi,Mother Dairy,732,93.02,68171.5674,17,5,96.97,484.85,Gujarat,Retail,727,3818
Rajasthan,23,Medium,2021-03-18,Yogurt,Mother Dairy,498,15.26,7600.3956,25,372,12.23,4549.56,Uttar Pradesh,Online,126,3819
West Bengal,16,Small,2021-06-11,Buttermilk,Mother Dairy,926,61.77,57228.6696,12,46,59.15,2720.9,Gujarat,Wholesale,880,3820
West Bengal,83,Small,2020-04-01,Yogurt,Dodla Dairy,906,37.99,34433.3762,23,338,36.39,12299.82,Karnataka,Retail,568,3821
Delhi,30,Small,2021-01-25,Butter,Amul,639,47.71,30521.9954,39,385,49.08,18895.8,Madhya Pradesh,Retail,254,3822
Gujarat,29,Large,2022-05-17,Buttermilk,Raj,921,43.25,39864.39,10,228,44.69,10189.32,Delhi,Online,693,3823
Kerala,55,Medium,2021-07-09,Cheese,Amul,477,65.39,31208.0314,39,191,63.93,12210.63,Karnataka,Wholesale,286,3824
Bihar,35,Medium,2019-08-17,Lassi,Mother Dairy,444,86.23,38341.3072,16,188,90.05,16929.4,Karnataka,Online,256,3825
Karnataka,47,Large,2022-04-23,Yogurt,Amul,922,23.65,21808.8475,23,298,24.03,7160.94,West Bengal,Retail,624,3826
Kerala,94,Large,2019-08-05,Yogurt,Dodla Dairy,475,78.56,37372.5632,22,417,83.21,34698.57,Madhya Pradesh,Wholesale,58,3827
Uttar Pradesh,82,Large,2020-12-22,Lassi,Sudha,700,43.28,30302.492,15,263,45.18,11882.34,Delhi,Wholesale,437,3828
Delhi,52,Large,2020-11-26,Milk,Sudha,717,13.58,9746.2302,29,178,11.34,2018.52,Maharashtra,Online,539,3829
Bihar,44,Large,2020-03-11,Yogurt,Dodla Dairy,720,76.71,55233.5013,23,489,77.95,38117.55,Chandigarh,Wholesale,231,3830
Haryana,35,Medium,2020-01-09,Ghee,Raj,106,38.06,4034.36,82,91,42.52,3869.32,Delhi,Retail,15,3831
Rajasthan,81,Medium,2019-08-01,Paneer,Mother Dairy,100,42.76,4290.5384,7,48,40.1,1924.8,Rajasthan,Wholesale,52,3832
Telangana,13,Large,2019-06-24,Milk,Mother Dairy,22,74.82,1679.7089999999998,2,11,71.51,786.61,Rajasthan,Online,11,3833
Telangana,77,Large,2020-03-13,Ghee,Raj,345,64.59,22305.5106,97,157,64.54,10132.78,Chandigarh,Online,188,3834
Tamil Nadu,50,Medium,2019-01-18,Ice Cream,Palle2patnam,521,86.67,45186.2712,28,176,81.81,14398.56,Rajasthan,Wholesale,345,3835
Haryana,30,Medium,2020-12-13,Ice Cream,Dodla Dairy,581,47.29,27489.677,21,177,49.79,8812.83,Karnataka,Wholesale,404,3836
Telangana,29,Small,2020-04-26,Milk,Raj,182,17.56,3206.2804,28,47,14.7,690.9,Delhi,Online,135,3837
Chandigarh,46,Medium,2021-01-16,Ice Cream,Amul,954,55.83,53297.5512,29,913,51.08,46636.04,Bihar,Wholesale,41,3838
Karnataka,24,Small,2022-12-14,Curd,Sudha,747,99.07,74038.97379999999,7,709,101.36,71864.24,Chandigarh,Wholesale,38,3839
Telangana,78,Small,2019-09-27,Paneer,Amul,383,98.35,37707.38999999999,13,226,96.27,21757.02,Tamil Nadu,Retail,157,3840
West Bengal,32,Small,2021-01-23,Yogurt,Mother Dairy,398,22.37,8907.9577,24,190,22.66,4305.4,Maharashtra,Wholesale,208,3841
Karnataka,43,Medium,2021-02-04,Yogurt,Palle2patnam,713,33.31,23765.3526,21,557,29.51,16437.07,Karnataka,Wholesale,156,3842
Uttar Pradesh,27,Large,2021-06-27,Lassi,Sudha,538,66.03,35546.590200000006,15,359,66.4,23837.6,Jharkhand,Wholesale,179,3843
Telangana,39,Small,2020-01-28,Cheese,Britannia Industries,811,42.21,34247.0835,62,145,39.38,5710.1,Tamil Nadu,Wholesale,666,3844
Delhi,19,Small,2022-11-01,Lassi,Sudha,481,35.82,17250.912,15,279,37.09,10348.11,Delhi,Online,202,3845
Delhi,33,Medium,2020-04-26,Paneer,Amul,260,27.3,7100.184,14,76,25.21,1915.96,Chandigarh,Online,184,3846
West Bengal,49,Large,2022-12-02,Butter,Mother Dairy,331,74.54,24688.3934,26,217,75.7,16426.9,Karnataka,Online,114,3847
West Bengal,55,Large,2021-10-17,Buttermilk,Mother Dairy,823,59.34,48852.2484,10,664,54.82,36400.48,Madhya Pradesh,Wholesale,159,3848
Chandigarh,76,Small,2020-04-02,Lassi,Mother Dairy,349,14.55,5089.881,18,140,13.57,1899.8,Madhya Pradesh,Retail,209,3849
Jharkhand,61,Medium,2022-04-16,Paneer,Sudha,556,87.71,48850.0845,10,480,90.09,43243.2,Maharashtra,Online,76,3850
Chandigarh,62,Small,2021-12-19,Lassi,Mother Dairy,439,91.93,40440.007,14,419,89.04,37307.76,Maharashtra,Wholesale,20,3851
Karnataka,33,Large,2020-10-27,Yogurt,Palle2patnam,876,87.64,76855.02160000001,29,820,85.13,69806.6,Madhya Pradesh,Retail,56,3852
Rajasthan,80,Large,2019-05-24,Butter,Mother Dairy,817,93.07,76075.41799999999,26,350,94.86,33201.0,Karnataka,Online,467,3853
Haryana,56,Large,2022-11-14,Curd,Raj,985,73.38,72282.969,6,864,72.9,62985.6,Gujarat,Retail,121,3854
Gujarat,19,Medium,2022-04-17,Paneer,Raj,89,56.68,5083.629199999999,13,70,55.8,3906.0,Maharashtra,Online,19,3855
Bihar,66,Small,2021-11-14,Ice Cream,Palle2patnam,49,94.67,4695.6320000000005,28,48,90.37,4337.76,Kerala,Online,1,3856
Rajasthan,81,Large,2022-09-28,Ghee,Raj,128,67.93,8712.7018,89,72,63.68,4584.96,Kerala,Online,56,3857
Bihar,11,Small,2019-01-14,Milk,Raj,396,62.56,24793.1536,30,331,66.64,22057.84,Madhya Pradesh,Online,65,3858
West Bengal,98,Medium,2020-03-26,Lassi,Amul,656,61.74,40520.5794,12,307,58.99,18109.93,Bihar,Online,349,3859
Jharkhand,70,Small,2022-05-24,Cheese,Amul,381,35.24,13432.783200000002,31,152,39.62,6022.24,Gujarat,Online,229,3860
Gujarat,65,Small,2021-07-26,Buttermilk,Raj,805,89.62,72218.48460000001,7,621,91.44,56784.24,Gujarat,Retail,184,3861
Delhi,77,Small,2021-04-25,Yogurt,Amul,12,32.48,409.24799999999993,25,7,32.2,225.4,Madhya Pradesh,Online,5,3862
Delhi,76,Large,2020-07-11,Yogurt,Palle2patnam,879,81.27,71503.7841,24,249,78.84,19631.16,West Bengal,Retail,630,3863
Chandigarh,32,Medium,2021-01-25,Butter,Warana,990,99.96,99036.3696,40,758,100.59,76247.22,Maharashtra,Online,232,3864
Jharkhand,89,Medium,2021-12-14,Ice Cream,Mother Dairy,895,21.09,18883.5642,23,220,23.03,5066.6,Madhya Pradesh,Retail,675,3865
Delhi,20,Large,2021-11-24,Milk,Sudha,93,64.03,5962.4736,27,81,63.48,5141.88,Uttar Pradesh,Wholesale,12,3866
Chandigarh,58,Large,2019-01-05,Paneer,Mother Dairy,184,23.97,4420.068,11,18,27.18,489.24,Delhi,Online,166,3867
Rajasthan,28,Large,2021-04-07,Buttermilk,Raj,844,88.8,75004.92,11,446,90.06,40166.76,Uttar Pradesh,Wholesale,398,3868
Maharashtra,93,Small,2022-06-18,Curd,Raj,995,69.9,69572.16900000001,6,339,65.62,22245.18,Kerala,Online,656,3869
Bihar,29,Small,2019-06-04,Ghee,Mother Dairy,69,46.44,3219.2208,108,35,44.14,1544.9,Delhi,Retail,34,3870
Telangana,89,Medium,2019-09-26,Lassi,Amul,480,20.95,10062.0755,15,97,23.76,2304.72,Gujarat,Online,383,3871
Gujarat,77,Small,2022-06-27,Yogurt,Amul,275,72.5,19971.575,21,152,72.29,10988.08,Jharkhand,Wholesale,123,3872
Chandigarh,35,Medium,2022-06-04,Butter,Amul,489,78.61,38478.0228,34,345,74.71,25774.95,Chandigarh,Wholesale,144,3873
Gujarat,32,Large,2019-05-11,Yogurt,Amul,201,59.11,11936.0823,26,66,64.04,4226.64,Kerala,Wholesale,135,3874
Delhi,23,Large,2019-02-15,Curd,Sudha,902,28.87,26052.288,7,246,24.0,5904.0,Telangana,Wholesale,656,3875
Uttar Pradesh,74,Small,2021-06-06,Milk,Sudha,698,24.04,16783.525999999998,1,174,22.09,3843.66,Tamil Nadu,Wholesale,524,3876
Delhi,57,Small,2022-09-03,Ice Cream,Mother Dairy,838,69.16,58021.782,21,168,68.79,11556.72,Madhya Pradesh,Wholesale,670,3877
Delhi,30,Large,2019-12-01,Lassi,Mother Dairy,248,59.55,14778.5235,16,60,64.14,3848.4,Chandigarh,Online,188,3878
Chandigarh,53,Small,2022-02-15,Milk,Sudha,740,80.44,59574.6684,22,416,82.42,34286.72,Chandigarh,Wholesale,324,3879
Maharashtra,72,Small,2020-03-02,Yogurt,Palle2patnam,856,48.25,41303.93,29,573,47.49,27211.77,Delhi,Online,283,3880
Maharashtra,70,Large,2020-12-19,Cheese,Amul,669,41.05,27468.6075,67,151,36.71,5543.21,Jharkhand,Retail,518,3881
Maharashtra,67,Large,2021-09-08,Curd,Mother Dairy,547,95.31,52175.5533,5,374,95.28,35634.72,Karnataka,Online,173,3882
West Bengal,38,Medium,2021-11-04,Paneer,Raj,952,70.4,67065.856,13,474,73.84,35000.16,Madhya Pradesh,Online,478,3883
Uttar Pradesh,57,Small,2020-10-27,Lassi,Raj,695,24.81,17242.95,17,208,22.95,4773.6,Jharkhand,Retail,487,3884
Chandigarh,62,Large,2021-10-08,Butter,Mother Dairy,486,81.44,39626.2608,25,312,84.07,26229.84,Karnataka,Online,174,3885
Gujarat,59,Small,2022-12-16,Paneer,Sudha,905,63.33,57320.6163,12,93,66.69,6202.17,Kerala,Wholesale,812,3886
Gujarat,31,Large,2020-09-14,Butter,Amul,364,87.21,31797.6381,38,123,82.51,10148.73,Maharashtra,Retail,241,3887
Delhi,69,Large,2021-06-25,Curd,Raj,114,56.4,6464.568,5,60,59.95,3597.0,Uttar Pradesh,Retail,54,3888
Telangana,58,Large,2019-06-13,Buttermilk,Mother Dairy,932,70.63,65832.1041,8,683,72.21,49319.43,Rajasthan,Online,249,3889
Karnataka,58,Small,2022-09-22,Butter,Mother Dairy,686,52.5,36058.05,38,427,54.55,23292.85,Bihar,Wholesale,259,3890
Rajasthan,59,Large,2021-03-11,Butter,Warana,763,45.25,34541.5875,29,671,48.0,32208.0,Bihar,Online,92,3891
Madhya Pradesh,11,Medium,2022-05-17,Lassi,Amul,201,76.22,15377.385,18,74,71.34,5279.16,West Bengal,Retail,127,3892
Delhi,59,Large,2022-04-02,Milk,Amul,469,93.43,43842.0275,29,359,94.35,33871.65,Haryana,Retail,110,3893
